claim_ID,insured_amount,claim_amount,coverage_type,months_since_policy_start,province,claim_hour,previous_claim_count,sales_channel,customer_seniority_years,risk_zone
5874,1545000,244000,Fire,46,Mendoza,20,2,Call Center,4.1,Low
5875,2636000,189000,Fire,1,CABA,2,0,Online,3.3,Medium
5876,1510000,271000,Liability,22,Buenos Aires,1,1,Call Center,0.4,Low
5877,1191000,318000,Theft,5,Santa Fe,21,2,Online,4.7,High
5878,2190000,325000,Fire,2,Santa Fe,5,2,Broker,2.4,Medium
5879,1591000,406000,Liability,10,Cordoba,18,2,Branch,1.9,Low
5880,2161000,431000,Fire,26,Mendoza,2,1,Online,5.4,Medium
5881,798000,334000,Liability,3,Mendoza,5,3,Branch,2.6,Medium
5882,2696000,352000,Liability,15,Cordoba,13,1,Call Center,0.7,Medium
5883,2336000,310000,Liability,12,Santa Fe,18,0,Branch,5,Medium
5884,1250000,377000,Flood,13,Buenos Aires,21,3,Call Center,2.5,Medium
5885,1261000,349000,Theft,68,Santa Fe,18,0,Branch,1.5,Medium
5886,2836000,295000,Theft,10,Santa Fe,20,1,Call Center,1.1,Low
5887,1631000,515000,Fire,114,Buenos Aires,19,5,Online,11.1,Medium
5888,1583000,245000,Theft,18,Santa Fe,20,1,Online,1.2,Low
5889,867000,445000,Glass,44,CABA,15,4,Broker,6,Medium
5890,1825000,165000,Flood,10,Mendoza,22,1,Call Center,1,Medium
5891,1886000,381000,Flood,2,Santa Fe,0,0,Broker,1.3,Low
5892,2358000,444000,Theft,2,Buenos Aires,10,1,Online,2.4,Medium
5893,1300000,109000,Liability,20,Mendoza,9,0,Online,5.9,Medium
5894,1240000,314000,Liability,63,Mendoza,20,0,Broker,5.2,Medium
5895,2225000,372000,Theft,1,Santa Fe,16,1,Broker,2.2,High
5896,2503000,325000,Fire,28,Santa Fe,9,2,Call Center,3,Low
5897,1214000,338000,Fire,19,Santa Fe,5,2,Branch,0.1,Medium
5898,2541000,314000,Theft,25,Cordoba,9,1,Online,1,Medium
5899,2019000,191000,Fire,5,Mendoza,13,2,Broker,5.3,High
5900,2546000,537000,Glass,1,Cordoba,6,2,Broker,5.7,Medium
5901,1965000,250000,Glass,1,Santa Fe,10,0,Broker,0.5,High
5902,739000,343000,Liability,6,Buenos Aires,10,3,Online,9.5,Low
5903,1924000,235000,Fire,5,Santa Fe,10,3,Online,3.5,Low
5904,2530000,72000,Liability,3,Santa Fe,5,2,Call Center,1.5,Low
5905,1553000,208000,Liability,7,CABA,7,0,Online,4.9,Low
5906,1806000,155000,Theft,18,CABA,22,1,Online,5.3,Medium
5907,1912000,409000,Liability,71,Mendoza,13,1,Call Center,1.5,Medium
5908,550000,239000,Glass,61,Mendoza,17,2,Online,3.6,High
5909,2836000,249000,Glass,7,Mendoza,2,2,Call Center,3.5,Medium
5910,1549000,194000,Theft,1,Cordoba,8,1,Broker,8.7,High
5911,2253000,309000,Fire,130,Mendoza,3,2,Online,12.4,Medium
5912,1957000,228000,Theft,15,CABA,17,0,Online,4.6,Medium
5913,2629000,399000,Flood,91,Mendoza,13,0,Branch,25.3,Medium
5914,2203000,330000,Glass,18,Santa Fe,4,1,Call Center,2.1,Low
5915,1883000,243000,Fire,52,CABA,12,0,Online,2.7,High
5916,1553000,385000,Glass,14,Cordoba,8,2,Broker,0.1,Medium
5917,2399000,301000,Fire,23,Cordoba,14,1,Call Center,0.5,Medium
5918,1063000,302000,Liability,18,Mendoza,9,1,Broker,12.5,Medium
5919,2323000,154000,Glass,5,Cordoba,17,0,Broker,0.6,High
5920,1450000,293000,Liability,34,Cordoba,20,3,Call Center,3.4,High
5921,2626000,332000,Theft,1,CABA,19,0,Broker,10.6,Medium
5922,2081000,433000,Theft,10,Mendoza,10,1,Broker,6.8,Medium
5923,2322000,225000,Theft,48,Mendoza,3,1,Broker,0.9,Medium
5924,2041000,528000,Glass,16,Santa Fe,11,1,Call Center,5.5,Low
5925,1124000,356000,Glass,1,Mendoza,3,3,Branch,0.9,Low
5926,1570000,148000,Glass,5,Mendoza,21,0,Call Center,6.2,Medium
5927,2336000,215000,Fire,2,CABA,12,0,Call Center,19.6,High
5928,2083000,442000,Glass,7,Santa Fe,8,3,Broker,4.1,Low
5929,2590000,424000,Fire,4,Santa Fe,11,3,Branch,0.7,Low
5930,2202000,302000,Fire,29,Mendoza,23,2,Branch,1.8,High
5931,1517000,315000,Theft,25,Buenos Aires,6,0,Broker,0.9,Low
5932,1602000,184000,Theft,3,Santa Fe,15,3,Branch,14.8,Low
5933,2051000,432000,Fire,14,Mendoza,7,1,Online,2.4,High
5934,843000,201000,Fire,8,Mendoza,14,1,Online,2.3,Medium
5935,2837000,384000,Liability,9,CABA,16,1,Call Center,0.5,Low
5936,2221000,435000,Theft,20,Santa Fe,18,2,Call Center,0.3,High
5937,2614000,305000,Fire,54,Santa Fe,8,2,Online,7.6,Medium
5938,1210000,397000,Theft,54,Buenos Aires,1,1,Branch,1.5,High
5939,2622000,485000,Theft,12,Mendoza,5,2,Call Center,15.8,Medium
5940,3116000,327000,Liability,11,Santa Fe,7,1,Branch,17.7,High
5941,1340000,282000,Flood,17,Cordoba,2,2,Call Center,5,Medium
5942,2386000,293000,Theft,15,Santa Fe,1,3,Online,4.3,Medium
5943,2001000,226000,Flood,1,Mendoza,17,0,Online,2.8,Low
5944,1228000,223000,Fire,20,Cordoba,13,3,Branch,8.7,High
5945,2246000,344000,Fire,21,Buenos Aires,5,4,Branch,6.2,Low
5946,2417000,284000,Liability,14,Cordoba,11,5,Branch,0.3,High
5947,1699000,333000,Liability,12,CABA,7,2,Online,2.3,Low
5948,2583000,151000,Theft,67,Cordoba,13,2,Online,4.7,Medium
5949,1167000,291000,Fire,22,Cordoba,21,1,Broker,16,Medium
5950,1253000,403000,Glass,40,Cordoba,8,0,Online,1.4,Low
5951,2068000,188000,Flood,73,Mendoza,5,2,Call Center,0.3,Medium
5952,2013000,302000,Flood,39,Buenos Aires,11,1,Branch,3.8,High
5953,1642000,115000,Liability,68,Cordoba,15,2,Broker,1.1,Low
5954,2405000,169000,Liability,34,CABA,5,2,Branch,0.7,High
5955,2265000,381000,Glass,4,Santa Fe,13,2,Call Center,1.1,Medium
5956,2429000,269000,Glass,6,Cordoba,12,1,Broker,4.7,Medium
5957,1938000,482000,Flood,5,Santa Fe,7,5,Call Center,0.8,High
5958,2301000,343000,Glass,9,Santa Fe,3,1,Online,3.4,High
5959,1777000,353000,Liability,10,Santa Fe,7,0,Online,12.8,Medium
5960,3027000,192000,Theft,40,Cordoba,23,1,Broker,7.8,High
5961,1594000,261000,Liability,10,Mendoza,17,2,Broker,5.8,Medium
5962,3053000,227000,Glass,31,Cordoba,20,2,Online,0.9,Medium
5963,2017000,193000,Theft,56,Cordoba,18,1,Call Center,6.3,Low
5964,1312000,366000,Fire,2,Mendoza,10,1,Call Center,1.7,Low
5965,2684000,386000,Theft,0,Buenos Aires,18,1,Call Center,3.9,Medium
5966,2063000,340000,Flood,52,Mendoza,5,0,Broker,0.4,Medium
5967,2426000,217000,Glass,6,Cordoba,18,0,Broker,4.6,Medium
5968,2612000,333000,Fire,3,Cordoba,7,3,Online,16.3,Medium
5969,2169000,109000,Fire,8,Mendoza,20,0,Broker,16.6,Low
5970,1704000,432000,Liability,4,CABA,17,2,Call Center,3.8,Low
5971,2488000,170000,Liability,37,Mendoza,4,1,Broker,3.2,Low
5972,2000000,188000,Fire,24,Santa Fe,22,1,Broker,17.4,Low
5973,2343000,312000,Flood,4,Mendoza,14,1,Branch,2.3,Medium
5974,923000,320000,Liability,21,CABA,16,2,Branch,3.8,Medium
5975,2223000,293000,Liability,5,Santa Fe,10,0,Online,20,Medium
5976,1681000,189000,Glass,5,Cordoba,5,1,Branch,13.3,Medium
5977,2827000,413000,Theft,21,Buenos Aires,2,1,Broker,0.6,Medium
5978,2312000,131000,Liability,26,Mendoza,2,0,Call Center,0.6,Medium
5979,2120000,152000,Liability,10,Mendoza,8,3,Call Center,9.4,Medium
5980,2243000,289000,Flood,34,Mendoza,14,3,Call Center,8.1,Medium
5981,1501000,174000,Fire,43,Mendoza,11,2,Call Center,11.4,Medium
5982,2812000,422000,Glass,59,CABA,8,1,Call Center,10.6,Low
5983,2996000,182000,Liability,23,Santa Fe,14,2,Online,0.8,Medium
5984,2196000,456000,Glass,5,CABA,20,2,Online,0,Medium
5985,2795000,404000,Glass,33,Buenos Aires,7,1,Branch,0.3,Low
5986,1715000,424000,Fire,2,CABA,6,2,Call Center,3.5,Low
5987,1601000,489000,Fire,4,Mendoza,16,0,Broker,6.5,Low
5988,2020000,308000,Fire,42,Buenos Aires,3,1,Broker,0.3,Medium
5989,2217000,199000,Theft,58,Buenos Aires,19,1,Branch,0.6,Medium
5990,1803000,290000,Flood,1,Buenos Aires,20,2,Broker,1.2,High
5991,2269000,243000,Fire,8,Cordoba,9,1,Broker,0.3,Low
5992,2153000,229000,Theft,23,CABA,2,0,Broker,2.1,Medium
5993,1501000,315000,Glass,66,Buenos Aires,21,3,Broker,4.6,High
5994,2259000,269000,Flood,20,Santa Fe,5,0,Call Center,3,Low
5995,2432000,225000,Liability,41,Buenos Aires,14,3,Broker,0.6,Low
5996,2086000,275000,Glass,61,Santa Fe,17,2,Call Center,0.3,High
5997,2576000,355000,Theft,17,CABA,10,2,Branch,2.9,Medium
5998,1391000,396000,Fire,32,Santa Fe,9,2,Online,0.6,Medium
5999,2234000,140000,Fire,26,CABA,6,1,Broker,0.6,High
6000,1415000,270000,Theft,26,CABA,19,1,Branch,0.1,Medium
6001,1443000,286000,Theft,17,Mendoza,3,0,Online,10.6,Medium
6002,1685000,182000,Theft,23,Mendoza,13,1,Branch,5.8,Low
6003,1529000,288000,Fire,19,Cordoba,11,0,Broker,5.2,Medium
6004,1726000,315000,Fire,24,Mendoza,16,0,Call Center,2.1,Medium
6005,1893000,352000,Fire,16,Santa Fe,5,0,Broker,1.8,Medium
6006,2419000,308000,Flood,6,Buenos Aires,20,1,Call Center,7.8,Medium
6007,1839000,212000,Flood,28,CABA,15,0,Broker,0.7,Low
6008,1207000,501000,Fire,11,Mendoza,18,1,Branch,1.5,Low
6009,2570000,383000,Fire,3,CABA,3,1,Online,1.6,Low
6010,1581000,355000,Glass,45,Santa Fe,4,2,Call Center,0.4,Low
6011,1971000,400000,Fire,4,Mendoza,22,2,Call Center,5.1,High
6012,2223000,324000,Flood,18,Mendoza,21,2,Call Center,0.8,Low
6013,2100000,429000,Theft,30,Buenos Aires,22,1,Broker,11.6,Medium
6014,2547000,306000,Theft,25,Buenos Aires,21,1,Branch,3,Medium
6015,2240000,300000,Glass,4,Mendoza,19,1,Online,1,Low
6016,1569000,364000,Fire,5,CABA,12,2,Broker,5.6,Medium
6017,3089000,458000,Fire,3,Santa Fe,19,2,Call Center,0.3,Low
6018,2097000,451000,Glass,1,Santa Fe,12,0,Call Center,2.5,Low
6019,1926000,359000,Flood,7,Buenos Aires,20,7,Online,9.1,High
6020,2482000,352000,Liability,17,CABA,13,1,Call Center,1.4,Medium
6021,2125000,370000,Glass,4,CABA,0,2,Call Center,5.2,Low
6022,2200000,399000,Flood,84,Cordoba,13,1,Branch,9.2,High
6023,3246000,430000,Fire,28,Cordoba,22,0,Online,9,High
6024,1862000,276000,Theft,21,Cordoba,3,1,Call Center,5.2,Medium
6025,1841000,432000,Fire,27,Santa Fe,0,1,Call Center,0.5,Medium
6026,2058000,334000,Fire,13,Santa Fe,7,1,Branch,10.4,High
6027,2536000,365000,Liability,15,Mendoza,12,4,Call Center,2.9,Medium
6028,1247000,438000,Fire,52,Mendoza,8,1,Call Center,4.3,Medium
6029,1017000,375000,Fire,30,Santa Fe,23,1,Online,1.8,Medium
6030,1706000,392000,Theft,21,CABA,3,0,Online,3.3,High
6031,1183000,261000,Fire,71,CABA,22,5,Call Center,1.7,High
6032,1788000,450000,Fire,26,Buenos Aires,13,1,Call Center,0.6,Medium
6033,2251000,370000,Fire,12,Cordoba,0,3,Broker,0.1,Medium
6034,1555000,313000,Glass,1,Buenos Aires,4,0,Online,1.7,Medium
6035,1287000,410000,Glass,11,Santa Fe,9,1,Call Center,0.7,Low
6036,2035000,559000,Glass,62,CABA,8,2,Online,0.2,High
6037,2431000,183000,Glass,1,CABA,7,2,Branch,10.6,Medium
6038,1153000,220000,Flood,4,Mendoza,12,1,Broker,5.1,Low
6039,2410000,569000,Fire,39,CABA,12,0,Branch,1.1,Medium
6040,2409000,343000,Flood,10,Santa Fe,15,1,Branch,0.1,Low
6041,2477000,319000,Theft,4,Cordoba,1,0,Online,11.1,Medium
6042,2609000,288000,Fire,40,Buenos Aires,21,1,Call Center,9.7,Medium
6043,3101000,421000,Liability,19,CABA,1,1,Online,2.3,High
6044,1822000,561000,Theft,19,CABA,21,3,Broker,0.1,Medium
6045,2055000,233000,Fire,8,Santa Fe,19,2,Online,1.9,Medium
6046,1792000,290000,Fire,26,Santa Fe,4,3,Online,1.7,High
6047,2001000,265000,Theft,47,Santa Fe,4,1,Call Center,1.7,Low
6048,2766000,373000,Glass,33,Mendoza,11,1,Online,0.1,Medium
6049,1327000,422000,Theft,22,CABA,22,0,Broker,0.5,Low
6050,1569000,462000,Glass,10,Buenos Aires,4,0,Broker,2.8,Medium
6051,2689000,377000,Fire,46,Buenos Aires,9,3,Broker,11.7,Low
6052,2510000,552000,Theft,20,Buenos Aires,13,2,Call Center,0.3,Low
6053,1818000,243000,Fire,52,Mendoza,0,3,Broker,1.4,High
6054,2427000,217000,Glass,7,Cordoba,21,0,Online,9.8,High
6055,2171000,447000,Flood,25,Mendoza,10,3,Branch,4,Low
6056,2750000,312000,Theft,65,CABA,22,0,Broker,23.4,High
6057,2037000,162000,Flood,11,Mendoza,4,1,Call Center,8.6,High
6058,2513000,268000,Glass,72,Santa Fe,22,1,Broker,4.4,Low
6059,3321000,326000,Fire,11,Buenos Aires,3,1,Online,3.5,High
6060,2299000,235000,Theft,13,CABA,10,0,Branch,20.6,Low
6061,2025000,199000,Glass,39,CABA,6,0,Broker,0.6,Medium
6062,2361000,279000,Theft,7,CABA,22,2,Branch,8.1,High
6063,1817000,194000,Theft,29,CABA,12,1,Online,9.1,Low
6064,3194000,364000,Theft,8,Cordoba,22,3,Call Center,6.8,Low
6065,2090000,106000,Theft,21,Mendoza,13,0,Branch,7.2,Low
6066,1864000,309000,Fire,35,CABA,0,3,Online,2.2,Low
6067,1582000,352000,Liability,0,Cordoba,19,1,Branch,8.5,Medium
6068,2549000,291000,Glass,2,Mendoza,16,0,Online,4.7,Low
6069,2434000,409000,Glass,65,Mendoza,14,1,Branch,18,Low
6070,1751000,163000,Liability,40,Cordoba,6,1,Broker,0.8,Medium
6071,2288000,230000,Theft,50,Santa Fe,5,2,Branch,1.1,High
6072,1246000,267000,Fire,13,Santa Fe,16,2,Branch,22.6,Medium
6073,2092000,371000,Glass,30,CABA,16,0,Call Center,0.3,Medium
6074,2226000,322000,Theft,152,Cordoba,21,0,Branch,0.3,Low
6075,2854000,514000,Liability,13,Cordoba,2,2,Broker,4.7,Medium
6076,1615000,219000,Fire,45,Santa Fe,0,2,Branch,0.1,Low
6077,1361000,161000,Fire,1,Cordoba,2,0,Broker,9.6,Medium
6078,1552000,479000,Fire,18,Cordoba,3,1,Broker,1.4,Medium
6079,1332000,157000,Glass,9,CABA,13,5,Branch,0.1,Medium
6080,2668000,368000,Liability,17,CABA,2,0,Branch,4.9,Medium
6081,2774000,202000,Liability,2,Cordoba,21,0,Online,1.5,High
6082,2160000,93000,Flood,11,Buenos Aires,21,1,Online,4.4,Medium
6083,2611000,263000,Fire,1,Buenos Aires,4,2,Broker,4.5,Medium
6084,2067000,390000,Fire,14,Cordoba,20,0,Broker,2.2,High
6085,1952000,178000,Fire,13,Santa Fe,4,6,Broker,3.8,Low
6086,1833000,358000,Theft,9,CABA,16,2,Broker,6,Low
6087,1845000,376000,Glass,71,Buenos Aires,4,2,Broker,9.6,High
6088,1226000,173000,Glass,2,CABA,22,0,Broker,9.3,High
6089,2132000,277000,Liability,41,Cordoba,2,3,Branch,3.9,Medium
6090,1980000,458000,Liability,10,CABA,2,2,Online,9.2,High
6091,2373000,365000,Glass,5,Buenos Aires,8,1,Call Center,2.2,High
6092,2047000,274000,Liability,7,Cordoba,8,1,Broker,7.9,Medium
6093,1919000,342000,Fire,55,Cordoba,10,3,Branch,1,Low
6094,1564000,231000,Liability,41,Cordoba,8,1,Broker,3.1,Medium
6095,2036000,411000,Glass,0,CABA,22,2,Call Center,2.1,High
6096,2369000,411000,Liability,3,Santa Fe,18,0,Online,0.3,Medium
6097,1428000,312000,Fire,26,Buenos Aires,21,0,Online,4.4,Medium
6098,2044000,323000,Theft,9,Mendoza,22,0,Broker,1.1,Low
6099,2117000,200000,Theft,60,Buenos Aires,6,2,Call Center,0.9,Low
6100,1641000,165000,Fire,37,Buenos Aires,13,1,Online,6,Low
6101,1706000,262000,Theft,49,Mendoza,16,3,Call Center,1,High
6102,2115000,291000,Fire,5,Buenos Aires,6,2,Broker,0.7,Medium
6103,1433000,406000,Theft,3,Cordoba,11,1,Online,0.1,Medium
6104,2175000,392000,Fire,64,Cordoba,8,1,Branch,13.1,High
6105,1552000,318000,Flood,12,CABA,16,0,Branch,0.5,Low
6106,2531000,419000,Fire,12,Mendoza,12,3,Broker,14.6,Low
6107,3169000,206000,Theft,27,Cordoba,2,0,Branch,2,Medium
6108,1570000,408000,Fire,12,Mendoza,15,0,Branch,4.5,Low
6109,2267000,221000,Fire,49,Cordoba,21,0,Broker,9.2,Medium
6110,1637000,424000,Liability,76,Buenos Aires,0,1,Branch,3.9,Medium
6111,2520000,299000,Fire,9,Mendoza,4,1,Branch,2.8,Medium
6112,1367000,100000,Liability,5,Cordoba,22,2,Branch,1.1,High
6113,2240000,373000,Fire,1,Santa Fe,6,3,Online,2.9,Medium
6114,1564000,381000,Theft,5,Mendoza,2,1,Call Center,1.6,Low
6115,1897000,254000,Liability,3,Mendoza,14,2,Online,2.3,Medium
6116,1484000,263000,Flood,0,Santa Fe,4,1,Call Center,0.8,Medium
6117,2411000,284000,Theft,1,Mendoza,15,2,Online,2.4,Low
6118,1582000,107000,Glass,17,CABA,15,0,Branch,7.2,Medium
6119,2276000,64000,Glass,29,Buenos Aires,4,5,Branch,1.8,Low
6120,1828000,430000,Fire,98,Buenos Aires,7,3,Online,4,Low
6121,1943000,218000,Glass,4,Cordoba,15,2,Online,0.1,Low
6122,2074000,486000,Liability,28,CABA,16,2,Branch,6.3,Medium
6123,1619000,437000,Fire,19,Santa Fe,3,3,Online,3.1,High
6124,2105000,457000,Flood,15,Santa Fe,8,2,Branch,0.6,Medium
6125,2765000,235000,Fire,30,Buenos Aires,12,4,Online,2,Low
6126,1611000,139000,Theft,6,Santa Fe,22,1,Online,3.9,Medium
6127,2586000,191000,Theft,8,Buenos Aires,3,2,Online,0.2,Low
6128,2749000,255000,Liability,11,CABA,18,2,Branch,0.4,Medium
6129,1592000,63000,Liability,4,CABA,23,1,Call Center,4.1,High
6130,1272000,252000,Fire,15,CABA,14,1,Call Center,10.3,High
6131,2151000,280000,Theft,3,Cordoba,17,2,Online,5.3,Low
6132,1726000,171000,Fire,9,Santa Fe,10,2,Call Center,1.4,High
6133,2934000,196000,Fire,2,Cordoba,1,3,Online,2.3,Medium
6134,2017000,278000,Glass,0,Mendoza,19,1,Online,0.6,Medium
6135,1599000,336000,Glass,10,Santa Fe,12,3,Call Center,19.9,Medium
6136,1426000,211000,Theft,23,Mendoza,23,1,Branch,8.5,Medium
6137,2545000,329000,Fire,3,CABA,10,3,Broker,1.5,Low
6138,1714000,314000,Theft,120,Cordoba,14,1,Broker,5.2,High
6139,2022000,305000,Fire,7,Cordoba,11,2,Broker,8.1,Medium
6140,2478000,235000,Glass,0,Buenos Aires,13,5,Call Center,0.2,Medium
6141,1758000,167000,Fire,0,CABA,23,1,Broker,3.6,High
6142,1977000,470000,Theft,26,Buenos Aires,9,0,Online,11.1,Medium
6143,1992000,363000,Liability,26,CABA,2,3,Branch,13.9,Medium
6144,2342000,401000,Flood,55,Buenos Aires,6,1,Call Center,0.6,High
6145,2295000,292000,Fire,2,Cordoba,17,3,Branch,0.3,Medium
6146,1890000,284000,Fire,11,Cordoba,14,1,Online,5.6,Medium
6147,2032000,349000,Flood,52,Buenos Aires,2,3,Branch,0.6,Low
6148,1814000,117000,Theft,38,Buenos Aires,18,1,Branch,2.6,Low
6149,1261000,189000,Liability,6,Santa Fe,21,3,Online,6.2,Medium
6150,2129000,220000,Glass,52,Cordoba,23,4,Online,25.2,Medium
6151,2946000,255000,Theft,27,Mendoza,5,1,Call Center,2.5,Low
6152,1558000,212000,Fire,7,Mendoza,10,1,Broker,3.5,Medium
6153,1613000,333000,Fire,1,CABA,5,1,Online,3.5,Low
6154,1565000,308000,Glass,16,Santa Fe,9,5,Branch,1,Medium
6155,2362000,439000,Glass,29,Buenos Aires,14,3,Online,2.6,Low
6156,2224000,547000,Liability,7,Mendoza,3,2,Call Center,1.3,Medium
6157,1921000,174000,Theft,4,CABA,19,0,Broker,4.8,Medium
6158,1541000,315000,Fire,1,Cordoba,3,0,Branch,5.6,Low
6159,2046000,315000,Theft,44,Cordoba,8,3,Branch,1.1,Medium
6160,1218000,299000,Flood,1,Mendoza,14,1,Broker,2.4,Low
6161,2072000,192000,Glass,22,CABA,4,0,Call Center,0.7,High
6162,2436000,208000,Theft,34,Cordoba,8,3,Call Center,5.5,Medium
6163,1374000,324000,Theft,36,CABA,23,1,Branch,0.7,Low
6164,1234000,205000,Glass,25,Cordoba,20,1,Online,2.2,Medium
6165,2790000,316000,Theft,25,Cordoba,21,0,Call Center,0,Low
6166,1694000,275000,Liability,15,Cordoba,9,1,Branch,3.8,Medium
6167,2568000,314000,Theft,12,Buenos Aires,19,1,Branch,3,Low
6168,1923000,205000,Fire,3,Buenos Aires,1,2,Call Center,10.5,High
6169,1919000,316000,Fire,18,CABA,5,2,Branch,5.6,Medium
6170,2219000,212000,Fire,1,Cordoba,9,1,Online,4.6,High
6171,1558000,316000,Fire,15,CABA,14,1,Call Center,5,Medium
6172,2066000,434000,Fire,31,Mendoza,16,1,Call Center,7.3,Low
6173,1809000,326000,Fire,14,Cordoba,15,0,Broker,1.5,High
6174,1340000,332000,Fire,17,Cordoba,16,3,Call Center,3.7,Low
6175,2169000,382000,Fire,44,CABA,20,3,Branch,3.3,Medium
6176,1868000,160000,Theft,24,CABA,17,1,Broker,11.3,Low
6177,1921000,472000,Theft,3,Mendoza,1,1,Branch,0.4,Low
6178,1395000,194000,Flood,18,Mendoza,13,2,Online,1.7,Medium
6179,2796000,388000,Theft,10,CABA,21,1,Call Center,2,Medium
6180,2438000,375000,Fire,5,Buenos Aires,3,4,Branch,1.1,Low
6181,2482000,210000,Theft,25,Santa Fe,15,1,Branch,0.4,Medium
6182,1847000,401000,Glass,11,Mendoza,5,2,Broker,2.6,Low
6183,1135000,350000,Theft,34,Santa Fe,16,2,Call Center,0.7,Low
6184,2976000,489000,Fire,21,Mendoza,5,3,Online,5.3,Medium
6185,1969000,319000,Flood,2,Mendoza,14,1,Call Center,3,High
6186,1626000,289000,Fire,10,Mendoza,0,2,Call Center,5.8,Medium
6187,2208000,249000,Flood,7,Mendoza,1,0,Broker,8,Medium
6188,2584000,126000,Glass,3,Buenos Aires,8,2,Branch,8.3,High
6189,1988000,268000,Liability,38,Buenos Aires,3,3,Online,4.4,Low
6190,2639000,272000,Liability,11,Santa Fe,23,2,Online,1.4,High
6191,2541000,326000,Fire,22,CABA,14,1,Broker,1.5,Medium
6192,1462000,158000,Liability,51,Santa Fe,19,2,Online,4.8,Medium
6193,1663000,276000,Theft,18,Buenos Aires,0,3,Branch,4.4,Low
6194,2479000,358000,Theft,7,Buenos Aires,19,2,Call Center,3.9,Medium
6195,644000,368000,Fire,37,Cordoba,14,3,Broker,5.1,Medium
6196,1925000,114000,Fire,13,Cordoba,7,3,Online,1.1,Low
6197,1285000,371000,Theft,19,Mendoza,19,2,Branch,15.7,High
6198,1762000,275000,Theft,55,Cordoba,19,2,Branch,4.8,Low
6199,1851000,281000,Theft,16,CABA,14,0,Branch,3,Low
6200,1821000,64000,Theft,9,Santa Fe,20,2,Online,4.1,High
6201,1724000,449000,Liability,31,Santa Fe,19,6,Online,3.7,Medium
6202,1451000,318000,Theft,3,Buenos Aires,14,1,Call Center,11.6,High
6203,3146000,147000,Theft,58,Santa Fe,5,1,Call Center,5.3,High
6204,2934000,338000,Liability,59,CABA,15,0,Branch,6.4,Low
6205,1419000,334000,Glass,20,Cordoba,18,0,Broker,6.4,Medium
6206,2791000,422000,Theft,4,Cordoba,0,0,Online,3.3,Medium
6207,1800000,269000,Flood,14,CABA,15,3,Online,6.2,Low
6208,2065000,301000,Theft,13,Cordoba,23,1,Broker,5.1,Low
6209,1968000,236000,Fire,8,Mendoza,3,0,Broker,1.1,Medium
6210,1670000,360000,Liability,4,Santa Fe,8,0,Online,4.2,Medium
6211,2492000,222000,Fire,7,Cordoba,20,3,Broker,0.2,Medium
6212,2063000,211000,Glass,19,Santa Fe,16,1,Broker,1.6,Low
6213,1762000,293000,Theft,27,CABA,5,0,Branch,2.3,High
6214,1348000,177000,Liability,93,Cordoba,11,0,Call Center,0.1,Low
6215,1553000,460000,Liability,5,Mendoza,23,0,Call Center,22.8,Low
6216,1179000,493000,Fire,5,Mendoza,7,1,Broker,3,Medium
6217,2006000,255000,Liability,2,CABA,9,1,Call Center,9.3,High
6218,1402000,161000,Glass,67,Mendoza,8,1,Online,4.5,High
6219,1867000,334000,Flood,11,CABA,23,1,Branch,4.3,High
6220,2685000,252000,Theft,61,Mendoza,7,2,Call Center,0.2,Medium
6221,2600000,417000,Theft,52,Cordoba,16,2,Call Center,2,Medium
6222,1984000,221000,Glass,1,Santa Fe,17,3,Online,2.9,Medium
6223,1956000,354000,Fire,7,Santa Fe,20,1,Broker,6.5,High
6224,2940000,311000,Fire,8,Buenos Aires,7,0,Call Center,1.2,Low
6225,2260000,232000,Fire,7,Santa Fe,16,0,Broker,7.1,Low
6226,1836000,324000,Flood,13,Mendoza,9,3,Branch,5.8,High
6227,1287000,388000,Fire,16,Buenos Aires,22,2,Broker,0.7,High
6228,2197000,309000,Glass,34,Buenos Aires,15,1,Online,3.8,Low
6229,2415000,310000,Theft,7,Cordoba,6,1,Branch,3.1,Medium
6230,1684000,213000,Fire,8,Cordoba,13,3,Call Center,2.7,Medium
6231,2146000,414000,Flood,21,Cordoba,0,1,Online,3,Low
6232,1818000,404000,Theft,4,Mendoza,6,3,Online,1.5,Medium
6233,1908000,259000,Liability,15,Mendoza,21,1,Call Center,6.4,Medium
6234,756000,288000,Fire,6,Mendoza,3,5,Broker,12.8,High
6235,1889000,441000,Theft,5,Santa Fe,19,1,Call Center,6.9,High
6236,2485000,187000,Liability,38,CABA,1,3,Branch,3.3,Medium
6237,1684000,360000,Theft,29,Cordoba,3,0,Branch,0.9,High
6238,2026000,244000,Theft,6,Buenos Aires,3,2,Call Center,5.6,Medium
6239,1622000,478000,Fire,12,Buenos Aires,8,2,Branch,2.4,Low
6240,2180000,306000,Glass,4,Buenos Aires,6,1,Broker,2.7,High
6241,1892000,426000,Liability,1,CABA,4,1,Branch,2.8,High
6242,1530000,224000,Glass,21,Mendoza,22,1,Online,8.1,Medium
6243,2666000,175000,Fire,10,Mendoza,11,1,Online,5.1,Medium
6244,2464000,277000,Theft,5,Mendoza,19,0,Call Center,1.6,High
6245,1698000,326000,Fire,2,Buenos Aires,21,2,Online,4.8,Low
6246,2249000,249000,Theft,27,CABA,13,1,Broker,11.8,Low
6247,2269000,376000,Theft,7,Santa Fe,16,2,Call Center,1.9,Medium
